,name,location,rating,num_rating,price
276,Grande Cuvée Nummer 7 Nouvelle Vague Trockenbeerenauslese 2005,"Burgenland, Austria",4.4,36 ratings,79.97
277,Ruster Ausbruch Auf den Flügeln der Morgenröte 2017,"Neusiedlersee-Hügelland, Austria",4.4,34 ratings,Available online from $85.50
278,Riesling Icewine 2019,"Niagara Peninsula, Canada",4.4,33 ratings,92.99
279,Vouvray Clos du Bourg Moelleux 1985,"Vouvray, France",4.4,33 ratings,Available online from $179.95
280,Sauternes 1985,"Sauternes, France",4.4,32 ratings,Available online from $89
281,Recioto della Valpolicella Classico Superiore 1986,"Recioto della Valpolicella, Italy",4.4,30 ratings,Available online from $295
282,Côteaux du Layon 1980,"Côteaux du Layon, France",4.4,29 ratings,Available online from $57.60
283,Vin Santo Del Chianti Classico Occhio Di Pernice 2004,"Vin Santo del Chianti Classico, Italy",4.4,29 ratings,Available online from $79.99
284,Wehlener Sonnenuhr Riesling Kabinett 2016,"Mosel, Germany",4.4,28 ratings,Available online from $22
285,Arbois Vin Jaune 2013,"Arbois, France",4.4,28 ratings,Available online from $116
286,Tokaji Aszú 6 Puttonyos 2015,"Tokaj, Hungary",4.4,27 ratings,Available online from $71.99
287,Recioto della Valpolicella Classico Superiore 1974,"Recioto della Valpolicella, Italy",4.4,25 ratings,Available online from $315
288,Sauternes (Premier Grand Cru Classé) 2010,"Sauternes, France",4.3,1399 ratings,99.95
289,Sauternes (Premier Grand Cru Classé) 2007,"Sauternes, France",4.3,1394 ratings,Available online from $61.19
290,Sauternes (Premier Grand Cru Classé) 2002,"Sauternes, France",4.3,1225 ratings,Available online from $64
291,Sauternes (Premier Grand Cru Classé) 2003,"Sauternes, France",4.3,1011 ratings,Available online from $79.99
292,Sauternes (Premier Grand Cru Classé) 2003,"Sauternes, France",4.3,987 ratings,Available online from $39
293,Sauternes (Premier Grand Cru Classé) 2010,"Sauternes, France",4.3,837 ratings,Available online from $44
294,Sauternes (Premier Grand Cru Classé) 2006,"Sauternes, France",4.3,758 ratings,Available online from $61.99
295,Vidal Icewine 2012,"Niagara Peninsula, Canada",4.3,647 ratings,Available online from $52.99
296,Sauternes (Premier Grand Cru Classé) 2008,"Sauternes, France",4.3,569 ratings,Available online from $71.89
297,Tokaji Aszú 5 Puttonyos 2010,"Tokaj, Hungary",4.3,566 ratings,Available online from $47.99
298,Sauternes (Premier Grand Cru Classé) 2015,"Sauternes, France",4.3,557 ratings,Available online from $67.50
299,Tokaji Late Harvest 2017,"Tokaj, Hungary",4.3,536 ratings,Available online from $31.62
300,Sauternes (Premier Grand Cru Classé) 1996,"Sauternes, France",4.3,519 ratings,Available online from $99.99
301,No. 2 Victoria 2015,"Málaga, Spain",4.3,513 ratings,26.99
302,Sauternes Barsac (Premier Grand Cru Classé) 2009,"Barsac, France",4.3,451 ratings,64.99
303,Castello della Sala Muffato della Sala 2009,"Umbria, Italy",4.3,431 ratings,Available online from $60
304,Sauternes (Premier Grand Cru Classé) 2008,"Sauternes, France",4.3,425 ratings,Available online from $36.99
305,Sauternes (Premier Grand Cru Classé) 2003,"Sauternes, France",4.3,412 ratings,Available online from $50.89
306,Sauternes Barsac (Premier Grand Cru Classé) 2014,"Barsac, France",4.3,404 ratings,Available online from $72.99
307,Sauternes (Premier Grand Cru Classé) 2005,"Sauternes, France",4.3,395 ratings,Available online from $58
308,Sauternes (Premier Grand Cru Classé) 2003,"Sauternes, France",4.3,393 ratings,Available online from $79.99
309,Sauternes (Premier Grand Cru Classé) 2002,"Sauternes, France",4.3,378 ratings,79.97
310,Sauternes (Premier Grand Cru Classé) 2008,"Sauternes, France",4.3,375 ratings,109.99
311,Sauternes (Premier Grand Cru Classé) 2003,"Sauternes, France",4.3,354 ratings,Available online from $74
312,Sauternes (Premier Grand Cru Classé) 2007,"Sauternes, France",4.3,347 ratings,Available online from $59.99
313,Sauternes (Premier Grand Cru Classé) 2003,"Sauternes, France",4.3,339 ratings,Available online from $66
314,Sauternes Barsac (Premier Grand Cru Classé) 2011,"Barsac, France",4.3,332 ratings,Available online from $84.95
315,Côteaux du Layon 1985,"Côteaux du Layon, France",4.3,323 ratings,Available online from $59.95
316,Sauternes Barsac (Premier Grand Cru Classé) 2003,"Barsac, France",4.3,320 ratings,Available online from $50
317,Sauternes (Premier Grand Cru Classé) 1996,"Sauternes, France",4.3,310 ratings,Available online from $84
318,Tokaji Aszú 3 Puttonyos 2000,"Tokaj, Hungary",4.3,307 ratings,Available online from $36.99
319,Sauternes (Premier Grand Cru Classé) 2004,"Sauternes, France",4.3,303 ratings,Available online from $26.37
320,Riesling Icewine 2017,"Niagara Peninsula, Canada",4.3,301 ratings,79.99
321,No. 2 Victoria 2014,"Málaga, Spain",4.3,292 ratings,Available online from $21.95
322,Sauternes (Premier Grand Cru Classé) 2010,"Sauternes, France",4.3,276 ratings,Available online from $84.99
323,Sauternes (Premier Grand Cru Classé) 2001,"Sauternes, France",4.3,265 ratings,Available online from $97
324,Sauternes (Premier Grand Cru Classé) 2016,"Sauternes, France",4.3,261 ratings,Available online from $67.39
325,Sauternes (Premier Grand Cru Classé) 2013,"Sauternes, France",4.3,253 ratings,Available online from $106.99
326,Sauternes (Grand Cru Classé) 2015,"Sauternes, France",4.3,237 ratings,Available online from $19.99
327,Barsac (Grand Cru Classé) 2014,"Barsac, France",4.3,229 ratings,Available online from $45.83
328,No. 2 Victoria 2017,"Málaga, Spain",4.3,228 ratings,Available online from $24.99
329,Sauternes (Premier Grand Cru Classé) 1997,"Sauternes, France",4.3,227 ratings,Available online from $49
330,Sauternes (Premier Grand Cru Classé) 1999,"Sauternes, France",4.3,209 ratings,Available online from $139.99
331,Sauternes (Premier Grand Cru Classé) 1997,"Sauternes, France",4.3,205 ratings,Available online from $54.84
332,Sauternes (Grand Cru Classé) 2001,"Sauternes, France",4.3,201 ratings,Available online from $69
333,Sauternes (Premier Grand Cru Classé) 2001,"Sauternes, France",4.3,192 ratings,Available online from $86.50
334,Sauternes (Premier Grand Cru Classé) 1996,"Sauternes, France",4.3,190 ratings,Available online from $99.99
335,Coteaux du Layon 2018,"Côteaux du Layon, France",4.3,190 ratings,Available online from $12.95
336,Sauternes (Premier Grand Cru Classé) 1988,"Sauternes, France",4.3,183 ratings,Available online from $96
337,Vin Santo del Chianti Classico 2008,"Vin Santo del Chianti Classico, Italy",4.3,172 ratings,Available online from $59.99
338,Côteaux du Layon 1981,"Côteaux du Layon, France",4.3,164 ratings,Available online from $49.95
339,Riesling Eiswein 2016,"Mosel, Germany",4.3,161 ratings,Available online from $59.95
340,Cabernet Franc Icewine 2008,"Niagara Peninsula, Canada",4.3,156 ratings,Available online from $94.99
341,Vin Santo del Chianti Classico 2006,"Vin Santo del Chianti Classico, Italy",4.3,153 ratings,Available online from $49.98
342,Sauternes (Premier Grand Cru Classé) 1990,"Sauternes, France",4.3,153 ratings,Available online from $89.92
343,Sauternes Barsac (Premier Grand Cru Classé) 1989,"Barsac, France",4.3,147 ratings,Available online from $126
344,Sauternes (Premier Grand Cru Classé) 1995,"Sauternes, France",4.3,146 ratings,Available online from $59.85
345,Côteaux du Layon 1975,"Côteaux du Layon, France",4.3,140 ratings,Available online from $99.95
346,Vidal Icewine 2018,"Niagara Peninsula, Canada",4.3,137 ratings,Available online from $59.99
347,Vin Santo del Chianti Classico 2009,"Vin Santo del Chianti Classico, Italy",4.3,133 ratings,Available online from $41.95
348,Sauternes (Grand Cru Classé) 2009,"Sauternes, France",4.3,131 ratings,Available online from $29.99
349,Vinsanto 2004,"Santorini, Greece",4.3,130 ratings,39.99
350,Sauternes (Premier Grand Cru Classé) 1975,"Sauternes, France",4.3,130 ratings,Available online from $199.99
351,Sauternes (Lur Saluces) 1996,"Sauternes, France",4.3,118 ratings,Available online from $74.79
352,Sauternes (Premier Grand Cru Classé) 2017,"Sauternes, France",4.3,116 ratings,Available online from $52.99
353,Quarts de Chaume 2006,"Quarts de Chaume, France",4.3,112 ratings,Available online from $45.83
354,The Brothers Late Harvest Sauvignon Blanc 2013,"Marlborough, New Zealand",4.3,112 ratings,38.99
355,Sauternes (Premier Grand Cru Classé) 1989,"Sauternes, France",4.3,107 ratings,Available online from $109
356,Sauternes (Premier Grand Cru Classé) 1986,"Sauternes, France",4.3,107 ratings,Available online from $109
357,Vinsanto del Chianti Classico 2015,"Vin Santo del Chianti Classico, Italy",4.3,100 ratings,Available online from $51.99
358,Vouvray Le Mont Moelleux Première Trie 2008,"Vouvray, France",4.3,97 ratings,Available online from $75
359,Violetta Late Harvest 2013,"Napa Valley, United States",4.3,96 ratings,Available online from $88.99
360,Sauternes (Premier Grand Cru Classé) 1989,"Sauternes, France",4.3,86 ratings,Available online from $75.41
361,Cyprès de Climens Barsac 2016,"Barsac, France",4.3,84 ratings,Available online from $60.75
362,Brauneberger Juffer Sonnenuhr Riesling Auslese 2007,"Brauneberg, Germany",4.3,82 ratings,Available online from $110
363,Icewine Riesling 2017,"Niagara Peninsula, Canada",4.3,82 ratings,Available online from $74.98
364,No. 2 Victoria 2011,"Málaga, Spain",4.3,78 ratings,Available online from $26.99
365,Sauternes (Lur Saluces) 2008,"Sauternes, France",4.3,78 ratings,Available online from $149.99
366,Bordeaux Moelleux 2019,"Bordeaux Moelleux, France",4.3,77 ratings,Available online from $10.99
367,Sauternes 1989,"Sauternes, France",4.3,74 ratings,Available online from $96
368,Vidal Icewine 2018,"Niagara Peninsula, Canada",4.3,74 ratings,76.99
369,Tokaji Cuvée Ilona 2010,"Tokaj, Hungary",4.3,72 ratings,Available online from $62
370,Côteaux du Layon 1984,"Côteaux du Layon, France",4.3,71 ratings,Available online from $57.60
371,Tokaji 5 Puttonyos Aszú 2016,"Tokaj, Hungary",4.3,69 ratings,Available online from $58
372,Recóndita Armonía Monastrell Dulce 2013,"Alicante, Spain",4.3,68 ratings,Available online from $34.99
373,Sauternes 2015,"Sauternes, France",4.3,67 ratings,Available online from $39.99
374,Côteaux du Layon 1999,"Côteaux du Layon, France",4.3,66 ratings,Available online from $53.10
375,Sauternes (Lur Saluces) 2016,"Sauternes, France",4.3,66 ratings,Available online from $175
376,Encore Limited Release,"Napa Valley, United States",4.3,64 ratings,Available online from $40
377,Piemonte Brachetto 2015,"Piemonte, Italy",4.3,62 ratings,Available online from $12.99
378,Vinsanto 2013,"Santorini, Greece",4.3,61 ratings,Available online from $50.88
379,L'Extravagant de Doisy-Daëne Sauternes 2003,"Sauternes, France",4.3,61 ratings,Available online from $213.89
380,Piemonte Brachetto 2019,"Piemonte, Italy",4.3,60 ratings,Available online from $12.99
381,Niederberg Helden Riesling Auslese 2013,"Mosel, Germany",4.3,59 ratings,Available online from $49
382,Recioto della Valpolicella 2015,"Recioto della Valpolicella, Italy",4.3,58 ratings,Available online from $44.55
383,Tokaji Late Harvest 2019,"Tokaj, Hungary",4.3,57 ratings,Available online from $35.55
384,Tokaji Aszú 6 Puttonyos 2000,"Tokaj, Hungary",4.3,57 ratings,Available online from $98
385,Malvasia Volcanica Semidulce 2017,"Lanzarote, Spain",4.3,55 ratings,Available online from $21
386,Sauternes 1990,"Sauternes, France",4.3,54 ratings,Available online from $89.95
387,Vouvray Le Mont Moelleux 2017,"Vouvray, France",4.3,53 ratings,Available online from $39.66
388,Tokaji Aszú 5 Puttonyos 2005,"Tokaj, Hungary",4.3,53 ratings,Available online from $39.66
389,Sauternes (Grand Cru Classé) 1989,"Sauternes, France",4.3,53 ratings,Available online from $87
390,Vouvray Clos du Bourg Moelleux Première Trie 2003,"Vouvray, France",4.3,53 ratings,Available online from $115
391,Tokaji Aszú 6 Puttonyos 2008,"Tokaj, Hungary",4.3,53 ratings,Available online from $62.32
392,Morillon Trockenbeerenauslese 2013,"Südsteiermark, Austria",4.3,51 ratings,Available online from $59.40
393,Cuvée Christine Gewürztraminer Alsace Vendanges Tardives 2012,"Alsace, France",4.3,50 ratings,Available online from $37.80
394,Sauternes 1996,"Sauternes, France",4.3,50 ratings,Available online from $41.13
395,Grande Réserve Rivesaltes 1999,"Rivesaltes, France",4.3,48 ratings,Available online from $63.50
396,Vouvray Le Mont Moelleux Première Trie 2002,"Vouvray, France",4.3,48 ratings,Available online from $80.45
397,Sauternes 1986,"Sauternes, France",4.3,46 ratings,Available online from $149
398,Vin Santo Di Carmignano Riserva 2011,"Carmignano, Italy",4.3,45 ratings,Available online from $60
399,Quarts de Chaume 2002,"Quarts de Chaume, France",4.3,44 ratings,119.97
400,Pinot Gris Alsace Vendanges Tardives 2000,"Alsace, France",4.3,44 ratings,Available online from $85
401,Pinot Gris Vendanges Tardives 2008,"Alsace, France",4.3,43 ratings,Available online from $54.99
402,Sauternes 2016,"Sauternes, France",4.3,39 ratings,22.99
403,Sauternes 1983,"Sauternes, France",4.3,39 ratings,Available online from $118
404,Nummer 7 Nouvelle Vague Chardonnay Trockenbeerenauslese 1998,"Burgenland, Austria",4.3,38 ratings,Available online from $80
405,Sauternes (Grand Cru Classé) 2016,"Sauternes, France",4.3,37 ratings,Available online from $19.99
406,Barsac (Grand Cru Classé) 2018,"Barsac, France",4.3,36 ratings,Available online from $39.66
407,Vinsanto 2015,"Santorini, Greece",4.3,35 ratings,Available online from $73.49
408,Vouvray Le Mont Moelleux Première Trie 2011,"Vouvray, France",4.3,35 ratings,Available online from $76
409,Ürziger Würzgarten Riesling Spätlese 2016,"Mosel, Germany",4.3,34 ratings,Available online from $31.90
410,Rivesaltes 1955,"Rivesaltes, France",4.3,34 ratings,Available online from $101.98
411,Sauternes (Grand Cru Classé) 1988,"Sauternes, France",4.3,34 ratings,Available online from $95
412,Tokaj Late Harvest 2018,"Tokaj, Hungary",4.3,34 ratings,Available online from $29.99
413,Vouvray Clos du Bourg Moelleux 2018,"Vouvray, France",4.3,34 ratings,54.99
414,Porcellànic VI Xarel-lo Sur Lie 2011,"Penedès, Spain",4.3,33 ratings,Available online from $112
415,Les Jardins de Babylone Moelleux 2013,"Jurançon, France",4.3,33 ratings,Available online from $110
416,Sauternes (Grand Cru Classé) 2004,"Sauternes, France",4.3,33 ratings,Available online from $45.33
417,Cuvée Madame Monbazillac 1996,"Monbazillac, France",4.3,31 ratings,Available online from $99.99
418,Gutsabfüllung Ockfener Bockstein Riesling Auslese 2010,"Ockfen, Germany",4.3,30 ratings,Available online from $28.99
419,Reserve Vouvray Moelleux 2005,"Vouvray, France",4.3,30 ratings,Available online from $107.99
420,Sauternes (Crème de Tête) 1976,"Sauternes, France",4.3,29 ratings,Available online from $277.99
421,Late Harvest Sauvignon Blanc 2009,"Napa Valley, United States",4.3,29 ratings,Available online from $36
422,Vouvray Moelleux 2011,"Vouvray, France",4.3,28 ratings,Available online from $39
423,Recioto Della Valpolicella Classico 2015,"Recioto della Valpolicella, Italy",4.3,28 ratings,Available online from $73.99
424,Arbois Vin Jaune 2012,"Arbois, France",4.3,28 ratings,Available online from $109.99
425,Mulheimer Helenenkloster Riesling Eiswein 2016,"Mosel, Germany",4.3,26 ratings,Available online from $299
426,Vouvray Le Haut-Lieu Moelleux Première Trie 2015,"Vouvray, France",4.3,26 ratings,Available online from $59.95
427,Quarts de Chaume 1995,"Quarts de Chaume, France",4.3,26 ratings,Available online from $124.99
428,Malvasia delle Lipari 2016,"Malvasia delle Lipari, Italy",4.3,26 ratings,Available online from $39.15
429,Rothenberg Riesling Auslese 2013,"Rheinhessen, Germany",4.3,25 ratings,69.99
430,Saarburger Rausch Riesling Spätlese 2014,"Mosel, Germany",4.3,25 ratings,Available online from $55
431,Sauternes Barsac (Premier Grand Cru Classé) 2005,"Barsac, France",4.2,569 ratings,Available online from $45
432,Sauternes (Grand Cru Classé) 2014,"Sauternes, France",4.2,529 ratings,Available online from $59.95
433,Sauternes (Premier Grand Cru Classé) 2013,"Sauternes, France",4.2,527 ratings,Available online from $42.99
434,Castelnau de Suduiraut Sauternes 2005,"Sauternes, France",4.2,526 ratings,Available online from $65.99
435,Sauternes (Grand Cru Classé) 2015,"Sauternes, France",4.2,495 ratings,Available online from $27.95
436,Grünlack Riesling Spätlese 2015,"Rheingau, Germany",4.2,474 ratings,Available online from $26.99
437,Sauternes (Premier Grand Cru Classé) 2005,"Sauternes, France",4.2,472 ratings,Available online from $69.99
438,Sauternes (Grand Cru Classé) 2005,"Sauternes, France",4.2,463 ratings,Available online from $43.99
439,Sauternes (Grand Cru Classé) 2009,"Sauternes, France",4.2,453 ratings,Available online from $59
440,Côteaux du Layon 1997,"Côteaux du Layon, France",4.2,451 ratings,Available online from $74.99
441,Barsac (Grand Cru Classé) 2010,"Barsac, France",4.2,428 ratings,Available online from $39.99
442,Vecchio Samperi Ventennale N.V.,"Marsala, Italy",4.2,427 ratings,Available online from $75
443,Sauternes Barsac (Premier Grand Cru Classé) 2015,"Barsac, France",4.2,427 ratings,Available online from $54.95
444,Sauternes (Premier Grand Cru Classé) 2014,"Sauternes, France",4.2,415 ratings,Available online from $54.99
445,Sauternes Barsac (Premier Grand Cru Classé) 1997,"Barsac, France",4.2,410 ratings,Available online from $80
446,Sauternes (Premier Grand Cru Classé) 2001,"Sauternes, France",4.2,409 ratings,Available online from $90
447,Barsac (Grand Cru Classé) 2005,"Barsac, France",4.2,396 ratings,Available online from $28.33
448,Sauternes (Premier Grand Cru Classé) 2016,"Sauternes, France",4.2,370 ratings,Available online from $50.10
449,Eiswein (Icewine) 2016,"Pfalz, Germany",4.2,354 ratings,Available online from $21.09
450,Sauternes 2016,"Sauternes, France",4.2,348 ratings,45.99
451,Vin Santo del Chianti Classico 2006,"Vin Santo del Chianti Classico, Italy",4.2,330 ratings,Available online from $45.09
452,Sauternes (Premier Grand Cru Classé) 2015,"Sauternes, France",4.2,329 ratings,Available online from $79
453,Vouvray Moelleux 2009,"Vouvray, France",4.2,321 ratings,Available online from $79
454,Sauternes Barsac (Premier Grand Cru Classé) 2002,"Barsac, France",4.2,320 ratings,Available online from $65
455,Sauternes Barsac (Premier Grand Cru Classé) 2016,"Barsac, France",4.2,316 ratings,Available online from $41.23
456,Sauternes Barsac (Premier Grand Cru Classé) 1998,"Barsac, France",4.2,313 ratings,Available online from $79.87
457,Riesling Beerenauslese 2017,"Mosel, Germany",4.2,306 ratings,Available online from $77.99
458,Barsac (Grand Cru Classé) 2011,"Barsac, France",4.2,300 ratings,Available online from $48.99
459,Sauternes (Grand Cru Classé) 2007,"Sauternes, France",4.2,296 ratings,Available online from $72.50
460,Sauternes Barsac (Premier Grand Cru Classé) 2013,"Barsac, France",4.2,292 ratings,Available online from $45
461,Sauternes (Premier Grand Cru Classé) 2007,"Sauternes, France",4.2,286 ratings,Available online from $64.95
462,Sauternes (Premier Grand Cru Classé) 2013,"Sauternes, France",4.2,283 ratings,Available online from $80
463,Côteaux du Layon 2002,"Côteaux du Layon, France",4.2,280 ratings,Available online from $55.80
464,Sauternes Barsac (Premier Grand Cru Classé) 2010,"Barsac, France",4.2,277 ratings,76.95
465,Sauternes (Premier Grand Cru Classé) 2014,"Sauternes, France",4.2,276 ratings,Available online from $69.99
466,Muté N.V.,"California, United States",4.2,262 ratings,Available online from $35
467,Tokaji Late Harvest 2018,"Tokaj, Hungary",4.2,255 ratings,49.99
468,Sauternes Barsac (Premier Grand Cru Classé) 2001,"Barsac, France",4.2,254 ratings,Available online from $65
469,Sauternes (Grand Cru Classé) 2004,"Sauternes, France",4.2,246 ratings,Available online from $47
470,Sauternes (Premier Grand Cru Classé) 2007,"Sauternes, France",4.2,233 ratings,Available online from $74.99
471,Sauternes (Grand Cru Classé) 2005,"Sauternes, France",4.2,227 ratings,Available online from $59
472,Côteaux du Layon 1979,"Côteaux du Layon, France",4.2,227 ratings,Available online from $54.95
473,Sauternes (Premier Grand Cru Classé) 2017,"Sauternes, France",4.2,224 ratings,Available online from $58.95
474,Sauternes (Premier Grand Cru Classé) 2016,"Sauternes, France",4.2,222 ratings,99.99
475,Sauternes Barsac (Premier Grand Cru Classé) 2017,"Barsac, France",4.2,218 ratings,Available online from $39.99
476,Sauternes (Premier Grand Cru Classé) 2016,"Sauternes, France",4.2,212 ratings,Available online from $58.99
477,Riesling Noble Late Harvest 2014,"Elgin, South Africa",4.2,195 ratings,Available online from $42
478,Sauternes (Premier Grand Cru Classé) 1983,"Sauternes, France",4.2,185 ratings,Available online from $110
479,Grünlack Riesling Spätlese 2020,"Rheingau, Germany",4.2,182 ratings,Available online from $41.95
480,Sauternes (Premier Grand Cru Classé) 2017,"Sauternes, France",4.2,175 ratings,Available online from $65.72
481,Barsac (Premier Grand Cru Classé) 2012,"Barsac, France",4.2,169 ratings,Available online from $74.99
482,Sauternes Barsac (Premier Grand Cru Classé) 1996,"Barsac, France",4.2,155 ratings,Available online from $39
483,Gewürztraminer Vendange Tardive 2010,"Alsace, France",4.2,153 ratings,Available online from $49.86
484,Cabernet Franc Icewine 2017,"Niagara Peninsula, Canada",4.2,148 ratings,Available online from $89.99
485,Sauternes 2017,"Sauternes, France",4.2,145 ratings,Available online from $21.99
486,'Apasionado de Jose Pariente' Dulce 2019,"Rueda, Spain",4.2,139 ratings,Available online from $26.24
487,Sauternes (Premier Grand Cru Classé) 2001,"Sauternes, France",4.2,138 ratings,Available online from $29
488,Sauternes 2017,"Sauternes, France",4.2,136 ratings,Available online from $34.99
489,L'Ecrù Sicilia Passito 2016,"Terre Siciliane, Italy",4.2,135 ratings,Available online from $37.99
490,Sauternes Barsac (Premier Grand Cru Classé) 1988,"Barsac, France",4.2,132 ratings,Available online from $89
491,Aszú 5 Puttonyos 2016,"Tokaj, Hungary",4.2,128 ratings,Available online from $46.99
492,Barsac (Premier Grand Cru Classé) 2013,"Barsac, France",4.2,127 ratings,Available online from $109.95
493,Tokaji Kësõi Szüret Late Harvest 2018,"Tokaj, Hungary",4.2,121 ratings,Available online from $20.99
494,Barsac (Grand Cru Classé) 2001,"Barsac, France",4.2,118 ratings,Available online from $89.12
495,Sauternes (Premier Grand Cru Classé) 2016,"Sauternes, France",4.2,102 ratings,Available online from $55
496,Gewurztraminer Alsace Vendanges Tardives 2014,"Alsace, France",4.2,98 ratings,Available online from $29.95
497,Barsac (Premier Grand Cru Classé) 2002,"Barsac, France",4.2,97 ratings,99.97
498,Apiliotis 2011,"Santorini, Greece",4.2,96 ratings,Available online from $40.23
499,Passito 2016,"Sicilia, Italy",4.2,95 ratings,Available online from $35.55
500,Riesling Icewine 2014,"Okanagan Valley, Canada",4.2,82 ratings,Available online from $79.99
501,Sauternes (Grand Cru Classé) 2016,"Sauternes, France",4.2,82 ratings,Available online from $17.99
502,Barsac (Grand Cru Classé) 2007,"Barsac, France",4.2,79 ratings,Available online from $86.95
503,Sauternes (Lur Saluces) 1995,"Sauternes, France",4.2,78 ratings,Available online from $101.98
504,Sauternes (Grand Cru Classé) 2006,"Sauternes, France",4.2,77 ratings,Available online from $49.99
505,Sauternes 1996,"Sauternes, France",4.2,76 ratings,Available online from $41.13
506,Pacherenc du Vic-Bilh Moelleux 2017,"Pacherenc du Vic-Bilh, France",4.2,75 ratings,Available online from $21.99
507,Muku Late Harvest Sauvignon Blanc 2016,"Napa Valley, United States",4.2,74 ratings,Available online from $89
508,Vouvray Le Haut-Lieu Moelleux Première Trie 2003,"Vouvray, France",4.2,73 ratings,Available online from $64.99
509,Vouvray Le Mont Moelleux 2015,"Vouvray, France",4.2,72 ratings,Available online from $49
510,Vouvray Moelleux 2015,"Vouvray, France",4.2,70 ratings,Available online from $105
511,Trockenbeerenauslese 2008,"Burgenland, Austria",4.2,68 ratings,44.99
512,Fruitscato Mango N.V.,"California, United States",4.2,68 ratings,Available online from $6.98
513,Fleurfontein 2017,"Stellenbosch, South Africa",4.2,64 ratings,Available online from $35
514,Reserva Banyuls 2015,"Banyuls, France",4.2,64 ratings,Available online from $36
515,Zeltinger Sonnenuhr Riesling Auslese 2013,"Mosel, Germany",4.2,63 ratings,Available online from $36
516,Barsac (Grand Cru Classé) 2001,"Barsac, France",4.2,59 ratings,Available online from $49.99
517,Quarts de Chaume 2015,"Quarts de Chaume, France",4.2,57 ratings,Available online from $74.95
518,Sauternes (Lur Saluces) 2013,"Sauternes, France",4.2,56 ratings,Available online from $250
519,Örökség Tokaji Aszú 5 Puttonyos 2001,"Tokaj, Hungary",4.2,55 ratings,Available online from $50
520,Brauneberger Juffer Riesling Auslese 2015,"Brauneberg, Germany",4.2,55 ratings,Available online from $39.98
521,Vin Jaune Arbois 2009,"Arbois, France",4.2,55 ratings,Available online from $65.72
522,Sauternes (Premier Grand Cru Classé) 2015,"Sauternes, France",4.2,53 ratings,Available online from $44.19
523,Pourriture Noble 2005,"Toscana, Italy",4.2,52 ratings,Available online from $45.99
524,Brauneberger Juffer Sonnenuhr Riesling Auslese 2016,"Brauneberg, Germany",4.2,52 ratings,Available online from $39
525,Sauternes 2018,"Sauternes, France",4.2,52 ratings,Available online from $54.49
526,Vouvray Clos du Bourg Moelleux 2016,"Vouvray, France",4.2,52 ratings,Available online from $59
527,Calliope Rare Muscat N.V.,"Rutherglen, Australia",4.2,51 ratings,Available online from $89.87
528,Tokaji Aszú 5 Puttonyos 2010,"Tokaj, Hungary",4.2,50 ratings,Available online from $47.99
529,Sélection de Grains Nobles Gewürztraminer 2001,"Alsace, France",4.2,50 ratings,Available online from $109.91
530,Rimage Banyuls 2017,"Banyuls, France",4.2,49 ratings,Available online from $23.99
531,Sauternes (Grand Cru Classé) 1986,"Sauternes, France",4.2,48 ratings,Available online from $69
532,Rimage Banyuls 2014,"Banyuls, France",4.2,48 ratings,Available online from $19.95
533,Sauternes 1989,"Sauternes, France",4.2,47 ratings,Available online from $249
534,Ice Wine Vidal 2008,"Niagara Peninsula, Canada",4.2,44 ratings,Available online from $72
535,Vouvray Moelleux 2005,"Vouvray, France",4.2,44 ratings,Available online from $47.99
536,Sauternes (Grand Cru Classé) 2001,"Sauternes, France",4.2,43 ratings,Available online from $49
537,Brauneberger Juffer-Sonnenuhr Riesling Auslese 2015,"Mosel, Germany",4.2,43 ratings,Available online from $43
538,Trittenheimer Apotheke Riesling Spätlese 2018,"Mosel, Germany",4.2,43 ratings,Available online from $38.84
539,Gewürztraminer Vendange Tardive 2012,"Alsace, France",4.2,43 ratings,Available online from $49.05
540,Pacherenc du Vic-Bilh Moelleux 2018,"Pacherenc du Vic-Bilh, France",4.2,42 ratings,Available online from $21.99
541,Sauternes (Premier Grand Cru Classé) 1970,"Sauternes, France",4.2,42 ratings,Available online from $165
542,Sauternes (Premier Grand Cru Classé) 1990,"Sauternes, France",4.2,41 ratings,Available online from $129.90
543,Örökség Tokaji Szamorodni Tarcal 2001,"Tokaj, Hungary",4.2,40 ratings,Available online from $42
544,Arbois Vin Jaune 2007,"Arbois, France",4.2,38 ratings,Available online from $99.87
545,Niersteiner Hipping Riesling Spätlese 2016,"Nierstein, Germany",4.2,36 ratings,Available online from $19.99
546,Vouvray Le Mont Moelleux Première Trie 2016,"Vouvray, France",4.2,35 ratings,Available online from $64.95
547,Malvasia delle Lipari Passito 2018,"Malvasia delle Lipari, Italy",4.2,35 ratings,Available online from $37.80
548,Sauternes (Grand Cru Classé) 1999,"Sauternes, France",4.2,35 ratings,Available online from $99.99
549,Chardonnay Beerenauslese 2013,"Neusiedlersee, Austria",4.2,34 ratings,24.95
550,Wehlener Sonnenuhr Riesling Spätlese 2012,"Wehlen, Germany",4.2,34 ratings,Available online from $19.50
551,Cinque Terre Sciacchetrà 2016,"Cinque Terre, Italy",4.2,33 ratings,Available online from $105
552,Monzinger Riesling Kabinett 2014,"Nahe, Germany",4.2,33 ratings,Available online from $75
553,Veldenzer Elisenberg Riesling Kabinett 2017,"Mosel, Germany",4.2,33 ratings,Available online from $24.99
554,Vinsanto 2007,"Santorini, Greece",4.2,33 ratings,Available online from $41.81
